FEN,Outcome
8/B7/2B5/8/1Q5Q/8/1Pk1K3/8 b - - 0 1,0.5
8/B7/2B5/8/1Q5Q/8/1P2K3/1k6 w - - 0 1,0.5
8/B7/2B5/8/1Q5Q/8/1P6/1k1K4 b - - 0 1,0.5
8/B7/2B5/8/1Q5Q/8/1P6/k2K4 w - - 0 1,0.5
8/B7/2B5/8/1Q2Q3/8/1P6/k2K4 b - - 0 1,0.5
8/B7/2B5/8/1Q2Q3/8/kP6/3K4 w - - 0 1,0.5
8/BB6/8/8/1Q2Q3/8/kP6/3K4 b - - 0 1,0.5
8/BB6/8/8/1Q2Q3/8/1P6/k2K4 w - - 0 1,0.5
8/BB6/8/8/4Q3/8/1P6/k2KQ3 b - - 0 1,0.5
8/BB6/8/8/4Q3/8/1k6/3KQ3 w - - 0 1,0.5
8/BB6/6Q1/8/8/8/1k6/3KQ3 b - - 0 1,0.5
8/BB6/6Q1/8/8/8/8/k2KQ3 w - - 0 1,0.5
8/BB6/3Q4/8/8/8/8/k2KQ3 b - - 0 1,0.5
8/BB6/3Q4/8/8/8/k7/3KQ3 w - - 0 1,0.5
8/BB6/8/4Q3/8/8/k7/3KQ3 b - - 0 1,0.5
8/BB6/8/4Q3/8/8/8/1k1KQ3 w - - 0 1,0.5
8/BB6/8/8/5Q2/8/8/1k1KQ3 b - - 0 1,0.5
8/BB6/8/8/5Q2/8/8/k2KQ3 w - - 0 1,0.5
8/BB6/8/8/4Q3/8/8/k2KQ3 b - - 0 1,0.5
8/BB6/8/8/4Q3/8/k7/3KQ3 w - - 0 1,0.5
8/1B6/1B6/8/4Q3/8/k7/3KQ3 b - - 0 1,0.5
8/1B6/1B6/8/4Q3/8/1k6/3KQ3 w - - 0 1,0.5
8/1B6/1B6/5Q2/8/8/1k6/3KQ3 b - - 0 1,0.5
8/1B6/1B6/5Q2/8/k7/8/3KQ3 w - - 0 1,0.5
8/1B6/1B6/8/8/k4Q2/8/3KQ3 b - - 0 1,0.5
8/1B6/1B6/8/k7/5Q2/8/3KQ3 w - - 0 1,0.5
8/1B6/1B6/8/k7/2Q2Q2/8/3K4 b - - 0 1,0.5
8/1B6/1B6/1k6/8/2Q2Q2/8/3K4 w - - 0 1,0.5
8/BB6/8/1k6/8/2Q2Q2/8/3K4 b - - 0 1,0.5
8/BB6/8/8/k7/2Q2Q2/8/3K4 w - - 0 1,0.5
8/BB6/8/8/k7/2Q1Q3/8/3K4 b - - 0 1,0.5
8/BB6/8/1k6/8/2Q1Q3/8/3K4 w - - 0 1,0.5
B7/B7/8/1k6/8/2Q1Q3/8/3K4 b - - 0 1,0.5
B7/B7/k7/8/8/2Q1Q3/8/3K4 w - - 0 1,0.5
B7/B7/k7/8/8/2Q1Q3/4K3/8 b - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b - - 0 1,0.5
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w - - 0 1,0.5
rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/ppp1pppp/2n2n2/3p4/2P5/2N2N2/PP1PPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/ppp1pppp/2n2n2/3P4/8/2N2N2/PP1PPPPP/R1BQKB1R b - - 0 1,0.5
r2qkb1r/ppp1pppp/2n2n2/3P1b2/8/2N2N2/PP1PPPPP/R1BQKB1R w - - 0 1,0.5
r2qkb1r/ppp1pppp/2n2n2/3P1b2/7N/2N5/PP1PPPPP/R1BQKB1R b - - 0 1,0.5
r2qkb1r/ppp1pppp/2n5/3n1b2/7N/2N5/PP1PPPPP/R1BQKB1R w - - 0 1,0.5
r2qkb1r/ppp1pppp/2n5/3N1b2/7N/8/PP1PPPPP/R1BQKB1R b - - 0 1,0.5
r3kb1r/ppp1pppp/2n5/3q1b2/7N/8/PP1PPPPP/R1BQKB1R w - - 0 1,0.5
r3kb1r/ppp1pppp/2n5/3q1N2/8/8/PP1PPPPP/R1BQKB1R b - - 0 1,0.5
r3kb1r/ppp1pppp/2n5/5q2/8/8/PP1PPPPP/R1BQKB1R w - - 0 1,0.5
r3kb1r/ppp1pppp/2n5/5q2/3P4/8/PP2PPPP/R1BQKB1R b - - 0 1,0.5
r3kb1r/ppp1pppp/8/5q2/3n4/8/PP2PPPP/R1BQKB1R w - - 0 1,0.5
r3kb1r/ppp1pppp/8/5q2/3Q4/8/PP2PPPP/R1B1KB1R b - - 0 1,0.5
r3kb1r/ppp1pppp/8/8/3Q4/8/PP2PqPP/R1B1KB1R w - - 0 1,0.5
r3kb1r/ppp1pppp/8/8/3Q4/8/PP2PKPP/R1B2B1R b - - 0 1,0.5
r3kb1r/ppp2ppp/8/4p3/3Q4/8/PP2PKPP/R1B2B1R w - - 0 1,0.5
r3kb1r/Qpp2ppp/8/4p3/8/8/PP2PKPP/R1B2B1R b - - 0 1,0.5
4kb1r/rpp2ppp/8/4p3/8/8/PP2PKPP/R1B2B1R w - - 0 1,0.5
4kb1r/rpp2ppp/8/4p3/4P3/8/PP3KPP/R1B2B1R b - - 0 1,0.5
4kb1r/1pp2ppp/8/4p3/4P3/8/rP3KPP/R1B2B1R w - - 0 1,0.5
4kb1r/1pp2ppp/8/4p3/4P3/8/RP3KPP/2B2B1R b - - 0 1,0.5
4k2r/1pp2ppp/8/4p3/1b2P3/8/RP3KPP/2B2B1R w - - 0 1,0.5
4k2r/1pp2ppp/8/4p3/1b2P3/7P/RP3KP1/2B2B1R b - - 0 1,0.5
4kb1r/1pp2ppp/8/4p3/4P3/7P/RP3KP1/2B2B1R w - - 0 1,0.5
4kb1r/1pp2ppp/8/4p3/4P3/4K2P/RP4P1/2B2B1R b - - 0 1,0.5
4k2r/1pp2ppp/8/4p3/4P3/b3K2P/RP4P1/2B2B1R w - - 0 1,0.5
4k2r/1pp2ppp/8/4p3/4P3/b4K1P/RP4P1/2B2B1R b - - 0 1,0.5
4k2r/1pp2ppp/8/4p3/4P3/5K1P/Rb4P1/2B2B1R w - - 0 1,0.5
4k2r/1pp2ppp/8/4p3/4P3/5K1P/RB4P1/5B1R b - - 0 1,0.5
5k1r/1pp2ppp/8/4p3/4P3/5K1P/RB4P1/5B1R w - - 0 1,0.5
5k1r/1pp2ppp/8/4p2P/4P3/5K2/RB4P1/5B1R b - - 0 1,0.5
4k2r/1pp2ppp/8/4p2P/4P3/5K2/RB4P1/5B1R w - - 0 1,0.5
4k2r/1pp2ppp/8/4B2P/4P3/5K2/R5P1/5B1R b - - 0 1,0.5
7r/1pp1kppp/8/4B2P/4P3/5K2/R5P1/5B1R w - - 0 1,0.5
7r/1pp1kpBp/8/7P/4P3/5K2/R5P1/5B1R b - - 0 1,0.5
7r/1pp2pBp/4k3/7P/4P3/5K2/R5P1/5B1R w - - 0 1,0.5
7B/1pp2p1p/4k3/7P/4P3/5K2/R5P1/5B1R b - - 0 1,0.5
7B/1pp2p1p/3k4/7P/4P3/5K2/R5P1/5B1R w - - 0 1,0.5
7B/Rpp2p1p/3k4/7P/4P3/5K2/6P1/5B1R b - - 0 1,0.5
7B/Rppk1p1p/8/7P/4P3/5K2/6P1/5B1R w - - 0 1,0.5
7B/1Rpk1p1p/8/7P/4P3/5K2/6P1/5B1R b - - 0 1,0.5
7B/1Rp2p1p/3k4/7P/4P3/5K2/6P1/5B1R w - - 0 1,0.5
7B/2R2p1p/3k4/7P/4P3/5K2/6P1/5B1R b - - 0 1,0.5
7B/2R4p/3k1p2/7P/4P3/5K2/6P1/5B1R w - - 0 1,0.5
7B/7R/3k1p2/7P/4P3/5K2/6P1/5B1R b - - 0 1,0.5
7B/7R/3k4/7P/4Pp2/5K2/6P1/5B1R w - - 0 1,0.5
7B/7R/3k4/7P/4PK2/8/6P1/5B1R b - - 0 1,0.5
7B/7R/4k3/7P/4PK2/8/6P1/5B1R w - - 0 1,0.5
7B/7R/4k2P/8/4PK2/8/6P1/5B1R b - - 0 1,0.5
7B/7R/3k3P/8/4PK2/8/6P1/5B1R w - - 0 1,0.5
7B/7R/3k3P/4P3/5K2/8/6P1/5B1R b - - 0 1,0.5
7B/7R/7P/3kP3/5K2/8/6P1/5B1R w - - 0 1,0.5
7B/7R/4P2P/3k4/5K2/8/6P1/5B1R b - - 0 1,0.5
7B/7R/4k2P/8/5K2/8/6P1/5B1R w - - 0 1,0.5
7B/7R/4k2P/8/2B2K2/8/6P1/7R b - - 0 1,0.5
7B/7R/3k3P/8/2B2K2/8/6P1/7R w - - 0 1,0.5
7B/4R3/3k3P/8/2B2K2/8/6P1/7R b - - 0 1,0.5
7B/4k3/7P/8/2B2K2/8/6P1/7R w - - 0 1,0.5
7B/4k2P/8/8/2B2K2/8/6P1/7R b - - 0 1,0.5
5k1B/7P/8/8/2B2K2/8/6P1/7R w - - 0 1,0.5
5k2/7P/8/8/2B2K2/2B5/6P1/7R b - - 0 1,0.5
4k3/7P/8/8/2B2K2/2B5/6P1/7R w - - 0 1,0.5
4k3/7P/8/8/2B2K2/2B5/6P1/5R2 b - - 0 1,0.5
8/4k2P/8/8/2B2K2/2B5/6P1/5R2 w - - 0 1,0.5
7Q/4k3/8/8/2B2K2/2B5/6P1/5R2 b - - 0 1,0.5
7Q/8/3k4/8/2B2K2/2B5/6P1/5R2 w - - 0 1,0.5
8/8/3k4/4Q3/2B2K2/2B5/6P1/5R2 b - - 0 1,0.5
8/8/2k5/4Q3/2B2K2/2B5/6P1/5R2 w - - 0 1,0.5
8/8/2kQ4/8/2B2K2/2B5/6P1/5R2 b - - 0 1,0.5
8/8/3k4/8/2B2K2/2B5/6P1/5R2 w - - 0 1,0.5
8/8/3k4/4B3/2B2K2/8/6P1/5R2 b - - 0 1,0.5
8/3k4/8/4B3/2B2K2/8/6P1/5R2 w - - 0 1,0.5
8/3k4/8/4B3/2B2K2/8/6P1/3R4 b - - 0 1,0.5
2k5/8/8/4B3/2B2K2/8/6P1/3R4 w - - 0 1,0.5
2k5/8/8/3BB3/5K2/8/6P1/3R4 b - - 0 1,0.5
3k4/8/8/3BB3/5K2/8/6P1/3R4 w - - 0 1,0.5
3k4/8/8/3BB3/5K2/8/6P1/R7 b - - 0 1,0.5
2k5/8/8/3BB3/5K2/8/6P1/R7 w - - 0 1,0.5
2k5/8/4B3/4B3/5K2/8/6P1/R7 b - - 0 1,0.5
3k4/8/4B3/4B3/5K2/8/6P1/R7 w - - 0 1,0.5
3k4/8/4B3/4B3/8/6K1/6P1/R7 b - - 0 1,0.5
8/4k3/4B3/4B3/8/6K1/6P1/R7 w - - 0 1,0.5
6B1/4k3/8/4B3/8/6K1/6P1/R7 b - - 0 1,0.5
3k2B1/8/8/4B3/8/6K1/6P1/R7 w - - 0 1,0.5
3k2B1/8/8/4B3/8/6K1/6P1/3R4 b - - 0 1,0.5
4k1B1/8/8/4B3/8/6K1/6P1/3R4 w - - 0 1,0.5
4k1B1/8/3R4/4B3/8/6K1/6P1/8 b - - 0 1,0.5
6B1/4k3/3R4/4B3/8/6K1/6P1/8 w - - 0 1,0.5
6B1/4k3/R7/4B3/8/6K1/6P1/8 b - - 0 1,0.5
6B1/3k4/R7/4B3/8/6K1/6P1/8 w - - 0 1,0.5
6B1/3k4/R7/4B3/8/7K/6P1/8 b - - 0 1,0.5
6B1/4k3/R7/4B3/8/7K/6P1/8 w - - 0 1,0.5
R5B1/4k3/8/4B3/8/7K/6P1/8 b - - 0 1,0.5
R5B1/3k4/8/4B3/8/7K/6P1/8 w - - 0 1,0.5
R5B1/3k2B1/8/8/8/7K/6P1/8 b - - 0 1,0.5
R5B1/2k3B1/8/8/8/7K/6P1/8 w - - 0 1,0.5
R5B1/2k5/8/8/3B4/7K/6P1/8 b - - 0 1,0.5
R5B1/1k6/8/8/3B4/7K/6P1/8 w - - 0 1,0.5
R5B1/Bk6/8/8/8/7K/6P1/8 b - - 0 1,0.5
R5B1/B1k5/8/8/8/7K/6P1/8 w - - 0 1,0.5
R5B1/2k5/8/8/8/7K/5BP1/8 b - - 0 1,0.5
R5B1/8/2k5/8/8/7K/5BP1/8 w - - 0 1,0.5
R7/5B2/2k5/8/8/7K/5BP1/8 b - - 0 1,0.5
R7/5B2/8/1k6/8/7K/5BP1/8 w - - 0 1,0.5
R7/5B2/8/1k6/8/6K1/5BP1/8 b - - 0 1,0.5
R7/5B2/2k5/8/8/6K1/5BP1/8 w - - 0 1,0.5
R7/B4B2/2k5/8/8/6K1/6P1/8 b - - 0 1,0.5
R7/B4B2/3k4/8/8/6K1/6P1/8 w - - 0 1,0.5
R7/B7/3k4/8/8/6K1/B5P1/8 b - - 0 1,0.5
R7/B1k5/8/8/8/6K1/B5P1/8 w - - 0 1,0.5
R7/B1k5/8/8/5K2/8/B5P1/8 b - - 0 1,0.5
R7/B7/2k5/8/5K2/8/B5P1/8 w - - 0 1,0.5
R7/8/2k5/8/5K2/4B3/B5P1/8 b - - 0 1,0.5
R7/8/8/1k6/5K2/4B3/B5P1/8 w - - 0 1,0.5
R7/8/8/1k6/8/4B1K1/B5P1/8 b - - 0 1,0.5
R7/8/2k5/8/8/4B1K1/B5P1/8 w - - 0 1,0.5
R7/8/2k5/6B1/8/6K1/B5P1/8 b - - 0 1,0.5
R7/8/1k6/6B1/8/6K1/B5P1/8 w - - 0 1,0.5
R7/8/1k6/8/7B/6K1/B5P1/8 b - - 0 1,0.5
R7/1k6/8/8/7B/6K1/B5P1/8 w - - 0 1,0.5
3R4/1k6/8/8/7B/6K1/B5P1/8 b - - 0 1,0.5
3R4/k7/8/8/7B/6K1/B5P1/8 w - - 0 1,0.5
8/k7/8/3R4/7B/6K1/B5P1/8 b - - 0 1,0.5
8/8/1k6/3R4/7B/6K1/B5P1/8 w - - 0 1,0.5
8/8/1k6/3R4/7B/6K1/6P1/1B6 b - - 0 1,0.5
8/8/k7/3R4/7B/6K1/6P1/1B6 w - - 0 1,0.5
8/8/k7/3R4/4B2B/6K1/6P1/8 b - - 0 1,0.5
8/8/1k6/3R4/4B2B/6K1/6P1/8 w - - 0 1,0.5
8/8/1k6/3R4/4B2B/8/6PK/8 b - - 0 1,0.5
8/k7/8/3R4/4B2B/8/6PK/8 w - - 0 1,0.5
8/k7/8/6R1/4B2B/8/6PK/8 b - - 0 1,0.5
8/8/1k6/6R1/4B2B/8/6PK/8 w - - 0 1,0.5
8/8/1k6/6R1/7B/8/2B3PK/8 b - - 0 1,0.5
8/2k5/8/6R1/7B/8/2B3PK/8 w - - 0 1,0.5
8/2k5/8/8/6RB/8/2B3PK/8 b - - 0 1,0.5
8/8/3k4/8/6RB/8/2B3PK/8 w - - 0 1,0.5
8/8/3k4/8/6RB/3B4/6PK/8 b - - 0 1,0.5
8/8/8/4k3/6RB/3B4/6PK/8 w - - 0 1,0.5
8/8/8/4k3/2B3RB/8/6PK/8 b - - 0 1,0.5
8/8/3k4/8/2B3RB/8/6PK/8 w - - 0 1,0.5
8/8/3k4/6B1/2B3R1/8/6PK/8 b - - 0 1,0.5
8/8/2k5/6B1/2B3R1/8/6PK/8 w - - 0 1,0.5
8/8/2k5/6B1/2B3R1/8/6P1/6K1 b - - 0 1,0.5
8/8/3k4/6B1/2B3R1/8/6P1/6K1 w - - 0 1,0.5
8/8/3k3B/8/2B3R1/8/6P1/6K1 b - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b - - 0 1,0.5
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w - - 0 1,0.5
rnbqkb1r/pppppppp/5n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/1ppppppp/2n2n2/p7/3P4/2N2N2/PPP1PPPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/1ppppppp/2n2n2/p7/3PP3/2N2N2/PPP2PPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/1ppppppp/2n5/p7/3Pn3/2N2N2/PPP2PPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/1ppppppp/2n5/p7/3PN3/5N2/PPP2PPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/1ppppppp/8/p7/3nN3/5N2/PPP2PPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/1ppppppp/8/p7/3NN3/8/PPP2PPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/1pp1pppp/8/p2p4/3NN3/8/PPP2PPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/1pp1pppp/8/p2p4/3NN3/8/PPP1BPPP/R1BQK2R b - - 0 1,0.5
r1bqkb1r/1pp1pppp/8/p7/3Np3/8/PPP1BPPP/R1BQK2R w - - 0 1,0.5
r1bqkb1r/1pp1pppp/8/p5B1/3Np3/8/PPP1BPPP/R2QK2R b - - 0 1,0.5
r1b1kb1r/1pp1pppp/8/p5B1/3qp3/8/PPP1BPPP/R2QK2R w - - 0 1,0.5
r1b1kb1r/1pp1pppp/8/p5B1/3Qp3/8/PPP1BPPP/R3K2R b - - 0 1,0.5
r1b1kb1r/1pp2ppp/8/p3p1B1/3Qp3/8/PPP1BPPP/R3K2R w - - 0 1,0.5
r1b1kb1r/1pp2ppp/8/p3p1B1/4Q3/8/PPP1BPPP/R3K2R b - - 0 1,0.5
r1b1kb1r/1pp2ppp/8/4p1B1/p3Q3/8/PPP1BPPP/R3K2R w - - 0 1,0.5
r1b1kb1r/1Qp2ppp/8/4p1B1/p7/8/PPP1BPPP/R3K2R b - - 0 1,0.5
r3kb1r/1bp2ppp/8/4p1B1/p7/8/PPP1BPPP/R3K2R w - - 0 1,0.5
r3kb1r/1bp2ppp/8/4p3/p4B2/8/PPP1BPPP/R3K2R b - - 0 1,0.5
r3kb1r/1bp2ppp/8/8/p4p2/8/PPP1BPPP/R3K2R w - - 0 1,0.5
r3kb1r/1bp2ppp/8/8/p4p2/8/PPP1BPPP/2R1K2R b - - 0 1,0.5
r3kb1r/2p2ppp/8/8/p4p2/8/PPP1BPbP/2R1K2R w - - 0 1,0.5
r3kb1r/2p2ppp/8/8/p1B2p2/8/PPP2PbP/2R1K2R b - - 0 1,0.5
r3kb1r/2p2ppp/8/8/p1B2p2/8/PPP2P1P/2R1K2b w - - 0 1,0.5
r3kb1r/2p2Bpp/8/8/p4p2/8/PPP2P1P/2R1K2b b - - 0 1,0.5
r4b1r/2p2kpp/8/8/p4p2/8/PPP2P1P/2R1K2b w - - 0 1,0.5
r4b1r/2p2kpp/8/8/p4p2/8/PPP2P1P/2R2K1b b - - 0 1,0.5
r4b1r/2p2kpp/8/8/p7/5p2/PPP2P1P/2R2K1b w - - 0 1,0.5
r4b1r/2p2kpp/8/8/p7/5p2/PPP2P1P/R4K1b b - - 0 1,0.5
r4b1r/2p2kpp/8/8/8/p4p2/PPP2P1P/R4K1b w - - 0 1,0.5
r4b1r/2p2kpp/8/8/8/P4p2/P1P2P1P/R4K1b b - - 0 1,0.5
5b1r/2p2kpp/8/8/8/r4p2/P1P2P1P/R4K1b w - - 0 1,0.5
5b1r/2p2kpp/8/8/8/r4p2/P1P2P1P/1R3K1b b - - 0 1,0.5
5b1r/2p2kpp/8/8/8/5p2/r1P2P1P/1R3K1b w - - 0 1,0.5
5b1r/2p2kpp/8/8/8/1R3p2/r1P2P1P/5K1b b - - 0 1,0.5
5b1r/2p2kpp/8/8/8/1R3p2/2r2P1P/5K1b w - - 0 1,0.5
5b1r/2p2kpp/8/8/8/5R2/2r2P1P/5K1b b - - 0 1,0.5
5b1r/2p2kpp/8/8/8/5b2/2r2P1P/5K2 w - - 0 1,0.5
5b1r/2p2kpp/8/8/8/5b1P/2r2P2/5K2 b - - 0 1,0.5
5b1r/2p2kpp/8/8/8/5b1P/5r2/5K2 w - - 0 1,0.5
5b1r/2p2kpp/8/8/8/5b1P/5K2/8 b - - 0 1,0.5
5b1r/2p3pp/4k3/8/8/5b1P/5K2/8 w - - 0 1,0.5
5b1r/2p3pp/4k3/8/8/5K1P/8/8 b - - 0 1,0.5
5b1r/2p3pp/8/3k4/8/5K1P/8/8 w - - 0 1,0.5
5b1r/2p3pp/8/3k4/8/7P/6K1/8 b - - 0 1,0.5
5b1r/2p3pp/2k5/8/8/7P/6K1/8 w - - 0 1,0.5
5b1r/2p3pp/2k5/7P/8/8/6K1/8 b - - 0 1,0.5
5b1r/2p3p1/2k4p/7P/8/8/6K1/8 w - - 0 1,0.5
5b1r/2p3p1/2k4p/7P/8/7K/8/8 b - - 0 1,0.5
5b1r/2p3p1/3k3p/7P/8/7K/8/8 w - - 0 1,0.5
5b1r/2p3p1/3k3p/7P/6K1/8/8/8 b - - 0 1,0.5
5b1r/2p3p1/2k4p/7P/6K1/8/8/8 w - - 0 1,0.5
5b1r/2p3p1/2k4p/7P/8/5K2/8/8 b - - 0 1,0.5
7r/2p3p1/2k4p/7P/1b6/5K2/8/8 w - - 0 1,0.5
7r/2p3p1/2k4p/7P/1b6/8/5K2/8 b - - 0 1,0.5
7r/2p3p1/7p/2k4P/1b6/8/5K2/8 w - - 0 1,0.5
7r/2p3p1/7p/2k4P/1b6/5K2/8/8 b - - 0 1,0.5
7r/2p3p1/7p/b1k4P/8/5K2/8/8 w - - 0 1,0.5
7r/2p3p1/7p/b1k4P/8/8/5K2/8 b - - 0 1,0.5
4r3/2p3p1/7p/b1k4P/8/8/5K2/8 w - - 0 1,0.5
4r3/2p3p1/7p/b1k4P/8/5K2/8/8 b - - 0 1,0.5
8/2p1r1p1/7p/b1k4P/8/5K2/8/8 w - - 0 1,0.5
8/2p1r1p1/7p/b1k4P/8/8/5K2/8 b - - 0 1,0.5
8/2p3p1/4r2p/b1k4P/8/8/5K2/8 w - - 0 1,0.5
8/2p3p1/4r2p/b1k4P/8/6K1/8/8 b - - 0 1,0.5
8/2p3p1/5r1p/b1k4P/8/6K1/8/8 w - - 0 1,0.5
8/2p3p1/5r1p/b1k4P/8/8/6K1/8 b - - 0 1,0.5
8/2p3p1/1b3r1p/2k4P/8/8/6K1/8 w - - 0 1,0.5
8/2p3p1/1b3r1p/2k4P/8/6K1/8/8 b - - 0 1,0.5
5r2/2p3p1/1b5p/2k4P/8/6K1/8/8 w - - 0 1,0.5
5r2/2p3p1/1b5p/2k4P/7K/8/8/8 b - - 0 1,0.5
5r2/2p3p1/1b1k3p/7P/7K/8/8/8 w - - 0 1,0.5
5r2/2p3p1/1b1k3p/7P/8/6K1/8/8 b - - 0 1,0.5
5r2/b1p3p1/3k3p/7P/8/6K1/8/8 w - - 0 1,0.5
5r2/b1p3p1/3k3p/7P/6K1/8/8/8 b - - 0 1,0.5
7r/b1p3p1/3k3p/7P/6K1/8/8/8 w - - 0 1,0.5
7r/b1p3p1/3k3p/5K1P/8/8/8/8 b - - 0 1,0.5
7r/2p3p1/3k3p/5K1P/8/4b3/8/8 w - - 0 1,0.5
7r/2p3p1/3k3p/7P/4K3/4b3/8/8 b - - 0 1,0.5
7r/2p3p1/1b1k3p/7P/4K3/8/8/8 w - - 0 1,0.5
7r/2p3p1/1b1k3p/7P/8/5K2/8/8 b - - 0 1,0.5
7r/2p3p1/1b2k2p/7P/8/5K2/8/8 w - - 0 1,0.5
7r/2p3p1/1b2k2p/7P/4K3/8/8/8 b - - 0 1,0.5
8/2p3pr/1b2k2p/7P/4K3/8/8/8 w - - 0 1,0.5
8/2p3pr/1b2k2p/7P/5K2/8/8/8 b - - 0 1,0.5
8/2p2kpr/1b5p/7P/5K2/8/8/8 w - - 0 1,0.5
8/2p2kpr/1b5p/7P/4K3/8/8/8 b - - 0 1,0.5
8/b1p2kpr/7p/7P/4K3/8/8/8 w - - 0 1,0.5
8/b1p2kpr/7p/3K3P/8/8/8/8 b - - 0 1,0.5
5k2/b1p3pr/7p/3K3P/8/8/8/8 w - - 0 1,0.5
5k2/b1p3pr/4K2p/7P/8/8/8/8 b - - 0 1,0.5
5k2/2p3pr/4K2p/7P/8/8/8/6b1 w - - 0 1,0.5
5k2/2p3pr/7p/4K2P/8/8/8/6b1 b - - 0 1,0.5
6k1/2p3pr/7p/4K2P/8/8/8/6b1 w - - 0 1,0.5
6k1/2p3pr/7p/7P/4K3/8/8/6b1 b - - 0 1,0.5
6k1/2p3pr/7p/7P/4K3/8/5b2/8 w - - 0 1,0.5
6k1/2p3pr/7p/5K1P/8/8/5b2/8 b - - 0 1,0.5
6k1/2p3pr/7p/5K1P/8/8/8/4b3 w - - 0 1,0.5
6k1/2p3pr/7p/7P/4K3/8/8/4b3 b - - 0 1,0.5
6k1/2p3pr/7p/7P/1b2K3/8/8/8 w - - 0 1,0.5
