FEN,Outcome
1k6/8/8/1p6/1r6/6K1/1q6/8 b - - 0 1,0.5
1k6/8/8/1p6/1r6/2q3K1/8/8 w - - 0 1,0.5
1k6/8/8/1p6/1r6/2q5/5K2/8 b - - 0 1,0.5
1k6/8/8/1p6/1r6/8/5K2/4q3 w - - 0 1,0.5
1k6/8/8/1p6/1r6/8/8/4K3 b - - 0 1,0.5
1k6/8/8/1p6/6r1/8/8/4K3 w - - 0 1,0.5
1k6/8/8/1p6/6r1/8/8/5K2 b - - 0 1,0.5
1k6/8/8/8/1p4r1/8/8/5K2 w - - 0 1,0.5
1k6/8/8/8/1p4r1/8/4K3/8 b - - 0 1,0.5
1k6/8/8/8/6r1/1p6/4K3/8 w - - 0 1,0.5
1k6/8/8/8/6r1/1p3K2/8/8 b - - 0 1,0.5
1k6/8/8/8/6r1/5K2/1p6/8 w - - 0 1,0.5
1k6/8/8/8/6K1/8/1p6/8 b - - 0 1,0.5
1k6/8/8/8/6K1/8/8/1q6 w - - 0 1,0.5
1k6/8/8/8/7K/8/8/1q6 b - - 0 1,0.5
1k6/8/8/1q6/7K/8/8/8 w - - 0 1,0.5
1k6/8/8/1q6/8/6K1/8/8 b - - 0 1,0.5
1k6/3q4/8/8/8/6K1/8/8 w - - 0 1,0.5
1k6/3q4/8/8/5K2/8/8/8 b - - 0 1,0.5
1k6/8/8/1q6/5K2/8/8/8 w - - 0 1,0.5
1k6/8/8/1q6/8/5K2/8/8 b - - 0 1,0.5
1k6/8/1q6/8/8/5K2/8/8 w - - 0 1,0.5
1k6/8/1q6/8/5K2/8/8/8 b - - 0 1,0.5
1k6/8/7q/8/5K2/8/8/8 w - - 0 1,0.5
1k6/8/7q/8/6K1/8/8/8 b - - 0 1,0.5
1k6/7q/8/8/6K1/8/8/8 w - - 0 1,0.5
1k6/7q/8/8/8/5K2/8/8 b - - 0 1,0.5
2k5/7q/8/8/8/5K2/8/8 w - - 0 1,0.5
2k5/7q/8/8/8/4K3/8/8 b - - 0 1,0.5
2k5/8/8/8/8/4K3/2q5/8 w - - 0 1,0.5
2k5/8/8/8/3K4/8/2q5/8 b - - 0 1,0.5
8/1k6/8/8/3K4/8/2q5/8 w - - 0 1,0.5
8/1k6/8/8/8/4K3/2q5/8 b - - 0 1,0.5
8/1k6/8/8/8/3qK3/8/8 w - - 0 1,0.5
8/1k6/8/8/8/3K4/8/8 b - - 0 1,0.5
8/8/2k5/8/8/3K4/8/8 w - - 0 1,0.5
8/8/2k5/8/8/8/4K3/8 b - - 0 1,0.5
8/8/8/1k6/8/8/4K3/8 w - - 0 1,0.5
8/8/8/1k6/8/8/8/4K3 b - - 0 1,0.5
8/8/8/8/2k5/8/8/4K3 w - - 0 1,0.5
8/8/8/8/2k5/8/8/3K4 b - - 0 1,0.5
8/8/8/8/8/1k6/8/3K4 w - - 0 1,0.5
8/8/8/8/8/1k6/3K4/8 b - - 0 1,0.5
8/8/8/8/1k6/8/3K4/8 w - - 0 1,0.5
8/8/8/8/1k6/4K3/8/8 b - - 0 1,0.5
8/8/8/8/k7/4K3/8/8 w - - 0 1,0.5
8/8/8/8/k7/5K2/8/8 b - - 0 1,0.5
8/8/8/k7/8/5K2/8/8 w - - 0 1,0.5
8/8/8/k7/8/8/6K1/8 b - - 0 1,0.5
8/8/8/8/k7/8/6K1/8 w - - 0 1,0.5
8/8/8/8/k7/6K1/8/8 b - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b - - 0 1,0.5
r1bqkbnr/pppppppp/2n5/8/8/P7/1PPPPPPP/RNBQKBNR w - - 0 1,0.5
r1bqkbnr/pppppppp/2n5/8/8/P1N5/1PPPPPPP/R1BQKBNR b - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/8/P1N5/1PPPPPPP/R1BQKBNR w - - 0 1,0.5
r1bqkb1r/pppppppp/2n2n2/8/8/P1N2N2/1PPPPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/pppp1ppp/2n2n2/4p3/8/P1N2N2/1PPPPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/pppp1ppp/2n2n2/4N3/8/P1N5/1PPPPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkb1r/pppp1ppp/5n2/4n3/8/P1N5/1PPPPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkb1r/pppp1ppp/5n2/4n3/3P4/P1N5/1PP1PPPP/R1BQKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4n3/3P4/b1N5/1PP1PPPP/R1BQKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4P3/8/b1N5/1PP1PPPP/R1BQKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4P3/8/2N5/1bP1PPPP/R1BQKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/5n2/4P3/8/2N5/1BP1PPPP/R2QKB1R b - - 0 1,0.5
r1bqk2r/pppp1ppp/8/3nP3/8/2N5/1BP1PPPP/R2QKB1R w - - 0 1,0.5
r1bqk2r/pppp1ppp/8/3NP3/8/8/1BP1PPPP/R2QKB1R b - - 0 1,0.5
r1bqk2r/pppp1pp1/7p/3NP3/8/8/1BP1PPPP/R2QKB1R w - - 0 1,0.5
r1bqk2r/Rppp1pp1/7p/3NP3/8/8/1BP1PPPP/3QKB1R b - - 0 1,0.5
r1bqk2r/Rppp1pp1/8/3NP3/7p/8/1BP1PPPP/3QKB1R w - - 0 1,0.5
R1bqk2r/1ppp1pp1/8/3NP3/7p/8/1BP1PPPP/3QKB1R b - - 0 1,0.5
R1bqk2r/1pp2pp1/3p4/3NP3/7p/8/1BP1PPPP/3QKB1R w - - 0 1,0.5
2Rqk2r/1pp2pp1/3p4/3NP3/7p/8/1BP1PPPP/3QKB1R b - - 0 1,0.5
2q1k2r/1pp2pp1/3p4/3NP3/7p/8/1BP1PPPP/3QKB1R w - - 0 1,0.5
2q1k2r/1pp2pp1/3P4/3N4/7p/8/1BP1PPPP/3QKB1R b - - 0 1,0.5
2q1k2r/1p3pp1/3p4/3N4/7p/8/1BP1PPPP/3QKB1R w - - 0 1,0.5
2q1k2r/1p3pB1/3p4/3N4/7p/8/2P1PPPP/3QKB1R b - - 0 1,0.5
4k2r/1p3pB1/3p4/3N4/7p/8/2q1PPPP/3QKB1R w - - 0 1,0.5
4k2r/1p3pB1/3p4/3N4/7p/8/2Q1PPPP/4KB1R b - - 0 1,0.5
4k2r/5pB1/3p4/1p1N4/7p/8/2Q1PPPP/4KB1R w - - 0 1,0.5
4k2B/5p2/3p4/1p1N4/7p/8/2Q1PPPP/4KB1R b - - 0 1,0.5
4k2B/5p2/3p4/3N4/1p5p/8/2Q1PPPP/4KB1R w - - 0 1,0.5
4k2B/5p2/3p4/8/1N5p/8/2Q1PPPP/4KB1R b - - 0 1,0.5
4k2B/5p2/8/8/1N1p3p/8/2Q1PPPP/4KB1R w - - 0 1,0.5
4k2B/5p2/8/8/1N1p3p/8/2Q1PPPP/3K1B1R b - - 0 1,0.5
4k2B/5p2/8/8/1N1p4/7p/2Q1PPPP/3K1B1R w - - 0 1,0.5
4k2B/5p2/8/8/1N1p4/6Pp/2Q1PP1P/3K1B1R b - - 0 1,0.5
7B/4kp2/8/8/1N1p4/6Pp/2Q1PP1P/3K1B1R w - - 0 1,0.5
8/4kp2/8/8/1N1B4/6Pp/2Q1PP1P/3K1B1R b - - 0 1,0.5
8/3k1p2/8/8/1N1B4/6Pp/2Q1PP1P/3K1B1R w - - 0 1,0.5
8/3k1p2/8/8/1N1B4/6PB/2Q1PP1P/3K3R b - - 0 1,0.5
3k4/5p2/8/8/1N1B4/6PB/2Q1PP1P/3K3R w - - 0 1,0.5
3k4/5p2/8/8/1N1BP3/6PB/2Q2P1P/3K3R b - - 0 1,0.5
8/4kp2/8/8/1N1BP3/6PB/2Q2P1P/3K3R w - - 0 1,0.5
8/4kp2/8/8/3BP3/3N2PB/2Q2P1P/3K3R b - - 0 1,0.5
4k3/5p2/8/8/3BP3/3N2PB/2Q2P1P/3K3R w - - 0 1,0.5
4k3/5p2/8/8/3BP3/2QN2PB/5P1P/3K3R b - - 0 1,0.5
8/4kp2/8/8/3BP3/2QN2PB/5P1P/3K3R w - - 0 1,0.5
8/4kp2/8/6P1/3BP3/2QN3B/5P1P/3K3R b - - 0 1,0.5
8/4k3/8/5pP1/3BP3/2QN3B/5P1P/3K3R w - - 0 1,0.5
8/4k3/8/5pP1/3BP1B1/2QN4/5P1P/3K3R b - - 0 1,0.5
8/4k3/8/6P1/3BP1p1/2QN4/5P1P/3K3R w - - 0 1,0.5
8/4k3/6P1/8/3BP1p1/2QN4/5P1P/3K3R b - - 0 1,0.5
8/4k3/6P1/8/3BP3/2QN2p1/5P1P/3K3R w - - 0 1,0.5
8/4k3/6P1/8/3BP3/2QN2P1/5P2/3K3R b - - 0 1,0.5
4k3/8/6P1/8/3BP3/2QN2P1/5P2/3K3R w - - 0 1,0.5
4k3/6P1/8/8/3BP3/2QN2P1/5P2/3K3R b - - 0 1,0.5
8/4k1P1/8/8/3BP3/2QN2P1/5P2/3K3R w - - 0 1,0.5
2Q5/4k1P1/8/8/3BP3/3N2P1/5P2/3K3R b - - 0 1,0.5
2Q5/6P1/3k4/8/3BP3/3N2P1/5P2/3K3R w - - 0 1,0.5
2Q3Q1/8/3k4/8/3BP3/3N2P1/5P2/3K3R b - - 0 1,0.5
2Q3Q1/4k3/8/8/3BP3/3N2P1/5P2/3K3R w - - 0 1,0.5
2Q3Q1/4k3/8/6P1/3BP3/3N4/5P2/3K3R b - - 0 1,0.5
2Q3Q1/8/3k4/6P1/3BP3/3N4/5P2/3K3R w - - 0 1,0.5
2Q3Q1/8/3k2P1/8/3BP3/3N4/5P2/3K3R b - - 0 1,0.5
2Q3Q1/4k3/6P1/8/3BP3/3N4/5P2/3K3R w - - 0 1,0.5
2Q3Q1/4k1P1/8/8/3BP3/3N4/5P2/3K3R b - - 0 1,0.5
2Q3Q1/6P1/3k4/8/3BP3/3N4/5P2/3K3R w - - 0 1,0.5
2Q3Q1/6P1/3k4/4P3/3B4/3N4/5P2/3K3R b - - 0 1,0.5
2Q3Q1/4k1P1/8/4P3/3B4/3N4/5P2/3K3R w - - 0 1,0.5
2Q3Q1/4k1P1/4P3/8/3B4/3N4/5P2/3K3R b - - 0 1,0.5
2Q3Q1/6P1/3kP3/8/3B4/3N4/5P2/3K3R w - - 0 1,0.5
2Q3Q1/6P1/3kP3/4N3/3B4/8/5P2/3K3R b - - 0 1,0.5
2Q3Q1/6P1/4P3/3kN3/3B4/8/5P2/3K3R w - - 0 1,0.5
2Q3Q1/4P1P1/8/3kN3/3B4/8/5P2/3K3R b - - 0 1,0.5
2Q3Q1/4P1P1/8/4N3/3k4/8/5P2/3K3R w - - 0 1,0.5
2Q1Q1Q1/6P1/8/4N3/3k4/8/5P2/3K3R b - - 0 1,0.5
2Q1Q1Q1/6P1/8/4N3/4k3/8/5P2/3K3R w - - 0 1,0.5
2Q3Q1/3Q2P1/8/4N3/4k3/8/5P2/3K3R b - - 0 1,0.5
2Q3Q1/3Q2P1/8/4k3/8/8/5P2/3K3R w - - 0 1,0.5
2Q3Q1/6P1/4Q3/4k3/8/8/5P2/3K3R b - - 0 1,0.5
2Q3Q1/6P1/4Q3/8/5k2/8/5P2/3K3R w - - 0 1,0.5
2Q1Q3/6P1/4Q3/8/5k2/8/5P2/3K3R b - - 0 1,0.5
2Q1Q3/6P1/4Q3/6k1/8/8/5P2/3K3R w - - 0 1,0.5
2Q5/6P1/4Q3/1Q4k1/8/8/5P2/3K3R b - - 0 1,0.5
2Q5/6P1/4Q3/1Q6/5k2/8/5P2/3K3R w - - 0 1,0.5
2Q3Q1/8/4Q3/1Q6/5k2/8/5P2/3K3R b - - 0 1,0.5
2Q3Q1/8/4Q3/1Q6/8/5k2/5P2/3K3R w - - 0 1,0.5
2Q3Q1/8/8/1Q6/8/5k2/4QP2/3K3R b - - 0 1,0.5
2Q3Q1/8/8/1Q6/5k2/8/4QP2/3K3R w - - 0 1,0.5
2Q1Q1Q1/8/8/1Q6/5k2/8/5P2/3K3R b - - 0 1,0.5
2Q1Q1Q1/8/8/1Q6/8/5k2/5P2/3K3R w - - 0 1,0.5
2Q1Q3/7Q/8/1Q6/8/5k2/5P2/3K3R b - - 0 1,0.5
2Q1Q3/7Q/8/1Q6/8/8/5k2/3K3R w - - 0 1,0.5
4Q3/7Q/8/1QQ5/8/8/5k2/3K3R b - - 0 1,0.5
4Q3/7Q/8/1QQ5/8/6k1/8/3K3R w - - 0 1,0.5
4Q3/7Q/8/2Q5/8/6k1/8/3K1Q1R b - - 0 1,0.5
4Q3/7Q/8/2Q5/6k1/8/8/3K1Q1R w - - 0 1,0.5
8/7Q/8/2Q1Q3/6k1/8/8/3K1Q1R b - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w - - 0 1,0.5
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b - - 0 1,0.5
rnbqkbnr/p1pppppp/8/1p6/8/5N2/PPPPPPPP/RNBQKB1R w - - 0 1,0.5
rnbqkbnr/p1pppppp/8/1p6/8/2N2N2/PPPPPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkbnr/p1pppppp/2n5/1p6/8/2N2N2/PPPPPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkbnr/p1pppppp/2n5/1N6/8/5N2/PPPPPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkbnr/p1p1pppp/2np4/1N6/8/5N2/PPPPPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkbnr/p1p1pppp/2nN4/8/8/5N2/PPPPPPPP/R1BQKB1R b - - 0 1,0.5
r1bqkbnr/p3pppp/2np4/8/8/5N2/PPPPPPPP/R1BQKB1R w - - 0 1,0.5
r1bqkbnr/p3pppp/2np4/8/3P4/5N2/PPP1PPPP/R1BQKB1R b - - 0 1,0.5
r1bqkbnr/p4ppp/2np4/4p3/3P4/5N2/PPP1PPPP/R1BQKB1R w - - 0 1,0.5
r1bqkbnr/p4ppp/2np4/4N3/3P4/8/PPP1PPPP/R1BQKB1R b - - 0 1,0.5
r1bqkbnr/p4ppp/2n5/4p3/3P4/8/PPP1PPPP/R1BQKB1R w - - 0 1,0.5
r1bqkbnr/p4ppp/2n5/4P3/8/8/PPP1PPPP/R1BQKB1R b - - 0 1,0.5
r1b1kbnr/p4ppp/2n5/q3P3/8/8/PPP1PPPP/R1BQKB1R w - - 0 1,0.5
r1b1kbnr/p4ppp/2n5/q3P3/8/8/PPPBPPPP/R2QKB1R b - - 0 1,0.5
r1b1kbnr/p4ppp/8/q3n3/8/8/PPPBPPPP/R2QKB1R w - - 0 1,0.5
r1b1kbnr/p4ppp/8/B3n3/8/8/PPP1PPPP/R2QKB1R b - - 0 1,0.5
r1b1kb1r/p4ppp/5n2/B3n3/8/8/PPP1PPPP/R2QKB1R w - - 0 1,0.5
r1b1kb1r/p4ppp/5n2/B3n3/4P3/8/PPP2PPP/R2QKB1R b - - 0 1,0.5
r3kb1r/p4ppp/b4n2/B3n3/4P3/8/PPP2PPP/R2QKB1R w - - 0 1,0.5
r3kb1r/p4ppp/b4n2/B3n3/4P3/3Q4/PPP2PPP/R3KB1R b - - 0 1,0.5
r3kb1r/p4ppp/5n2/B3n3/4P3/3b4/PPP2PPP/R3KB1R w - - 0 1,0.5
r3kb1r/p4ppp/5n2/B3n3/4P3/3B4/PPP2PPP/R3K2R b - - 0 1,0.5
r3kb1r/p4ppp/5n2/B7/4P3/3n4/PPP2PPP/R3K2R w - - 0 1,0.5
r3kb1r/p4ppp/5n2/B7/4P3/3P4/PP3PPP/R3K2R b - - 0 1,0.5
r3kb1r/p4ppp/8/B7/4n3/3P4/PP3PPP/R3K2R w - - 0 1,0.5
r3kb1r/p4ppp/8/B7/4P3/8/PP3PPP/R3K2R b - - 0 1,0.5
r3k2r/p3bppp/8/B7/4P3/8/PP3PPP/R3K2R w - - 0 1,0.5
r3k2r/p3bppp/8/B3P3/8/8/PP3PPP/R3K2R b - - 0 1,0.5
r2bk2r/p4ppp/8/B3P3/8/8/PP3PPP/R3K2R w - - 0 1,0.5
r2Bk2r/p4ppp/8/4P3/8/8/PP3PPP/R3K2R b - - 0 1,0.5
r2k3r/p4ppp/8/4P3/8/8/PP3PPP/R3K2R w - - 0 1,0.5
r2k3r/p4ppp/4P3/8/8/8/PP3PPP/R3K2R b - - 0 1,0.5
r2k3r/p5pp/4p3/8/8/8/PP3PPP/R3K2R w - - 0 1,0.5
r2k3r/p5pp/4p3/8/8/8/PP1K1PPP/R6R b - - 0 1,0.5
r6r/p3k1pp/4p3/8/8/8/PP1K1PPP/R6R w - - 0 1,0.5
r6r/p3k1pp/4p3/8/8/8/PP1K1PPP/3R3R b - - 0 1,0.5
r6r/p4kpp/4p3/8/8/8/PP1K1PPP/3R3R w - - 0 1,0.5
r6r/p4kpp/4p3/8/8/8/PP1K1PPP/2R4R b - - 0 1,0.5
r6r/p4kpp/8/8/4p3/8/PP1K1PPP/2R4R w - - 0 1,0.5
r6r/p4kpp/8/8/4p3/4K3/PP3PPP/2R4R b - - 0 1,0.5
r6r/p5pp/5k2/8/4p3/4K3/PP3PPP/2R4R w - - 0 1,0.5
r6r/p5pp/5k2/8/4K3/8/PP3PPP/2R4R b - - 0 1,0.5
r4r2/p5pp/5k2/8/4K3/8/PP3PPP/2R4R w - - 0 1,0.5
r1R2r2/p5pp/5k2/8/4K3/8/PP3PPP/7R b - - 0 1,0.5
r1r5/p5pp/5k2/8/4K3/8/PP3PPP/7R w - - 0 1,0.5
r1r5/p5pp/5k2/8/4K3/8/PP3PPP/3R4 b - - 0 1,0.5
r1r5/p5pp/8/6k1/4K3/8/PP3PPP/3R4 w - - 0 1,0.5
r1r5/p5pp/8/6k1/4K3/8/PP3PPP/2R5 b - - 0 1,0.5
r7/p5pp/8/2r3k1/4K3/8/PP3PPP/2R5 w - - 0 1,0.5
r7/p5pp/8/2R3k1/4K3/8/PP3PPP/8 b - - 0 1,0.5
r7/p5pp/6k1/2R5/4K3/8/PP3PPP/8 w - - 0 1,0.5
r7/p5pp/6k1/2R5/4K3/7P/PP3PP1/8 b - - 0 1,0.5
5r2/p5pp/6k1/2R5/4K3/7P/PP3PP1/8 w - - 0 1,0.5
5r2/p5pp/6k1/2R1K3/8/7P/PP3PP1/8 b - - 0 1,0.5
8/p5pp/6k1/2R1K3/8/7P/PP3rP1/8 w - - 0 1,0.5
8/p5pp/6k1/4K3/8/2R4P/PP3rP1/8 b - - 0 1,0.5
8/p5pp/6k1/4K3/8/2R4P/PP4r1/8 w - - 0 1,0.5
8/p5pp/6k1/4K3/8/1PR4P/P5r1/8 b - - 0 1,0.5
8/p5pp/6k1/4K3/8/1PR4P/r7/8 w - - 0 1,0.5
8/p5pp/6k1/1P2K3/8/2R4P/r7/8 b - - 0 1,0.5
8/p5pp/7k/1P2K3/8/2R4P/r7/8 w - - 0 1,0.5
8/p5pp/1P5k/4K3/8/2R4P/r7/8 b - - 0 1,0.5
8/6pp/1p5k/4K3/8/2R4P/r7/8 w - - 0 1,0.5
8/6pp/1p5k/2R1K3/8/7P/r7/8 b - - 0 1,0.5
8/6pp/7k/2p1K3/8/7P/r7/8 w - - 0 1,0.5
8/6pp/7k/2p2K2/8/7P/r7/8 b - - 0 1,0.5
8/6pp/7k/5K2/2p5/7P/r7/8 w - - 0 1,0.5
8/6pp/7k/8/2p3K1/7P/r7/8 b - - 0 1,0.5
8/6pp/7k/8/6K1/2p4P/r7/8 w - - 0 1,0.5
8/6pp/7k/7P/6K1/2p5/r7/8 b - - 0 1,0.5
8/6pp/7k/7P/6K1/8/r1p5/8 w - - 0 1,0.5
8/6pp/7k/7P/8/5K2/r1p5/8 b - - 0 1,0.5
8/6pp/7k/7P/8/5K2/r7/2q5 w - - 0 1,0.5
8/6pp/7k/7P/4K3/8/r7/2q5 b - - 0 1,0.5
8/6pp/8/7k/4K3/8/r7/2q5 w - - 0 1,0.5
8/6pp/8/5K1k/8/8/r7/2q5 b - - 0 1,0.5
8/6pp/8/5Kqk/8/8/r7/8 w - - 0 1,0.5
8/6pp/4K3/6qk/8/8/r7/8 b - - 0 1,0.5
8/6pp/4K3/6qk/8/8/1r6/8 w - - 0 1,0.5
8/3K2pp/8/6qk/8/8/1r6/8 b - - 0 1,0.5
8/3K2pp/8/6qk/8/8/6r1/8 w - - 0 1,0.5
4K3/6pp/8/6qk/8/8/6r1/8 b - - 0 1,0.5
4K3/6pp/8/7k/6q1/8/6r1/8 w - - 0 1,0.5
8/4K1pp/8/7k/6q1/8/6r1/8 b - - 0 1,0.5
8/4K1pp/8/6qk/8/8/6r1/8 w - - 0 1,0.5
8/5Kpp/8/6qk/8/8/6r1/8 b - - 0 1,0.5
8/5K1p/6p1/6qk/8/8/6r1/8 w - - 0 1,0.5
5K2/7p/6p1/6qk/8/8/6r1/8 b - - 0 1,0.5
5K2/7p/6p1/7k/8/4q3/6r1/8 w - - 0 1,0.5
8/6Kp/6p1/7k/8/4q3/6r1/8 b - - 0 1,0.5
8/6Kp/8/7k/6p1/4q3/6r1/8 w - - 0 1,0.5
8/7K/8/7k/6p1/4q3/6r1/8 b - - 0 1,0.5
8/7K/8/7k/8/4q1p1/6r1/8 w - - 0 1,0.5
8/6K1/8/7k/8/4q1p1/6r1/8 b - - 0 1,0.5
8/6K1/8/7k/8/6p1/6r1/4q3 w - - 0 1,0.5
8/8/5K2/7k/8/6p1/6r1/4q3 b - - 0 1,0.5
8/8/5K2/7k/8/6p1/r7/4q3 w - - 0 1,0.5
8/5K2/8/7k/8/6p1/r7/4q3 b - - 0 1,0.5
8/5K2/8/7k/8/8/r5p1/4q3 w - - 0 1,0.5
8/8/5K2/7k/8/8/r5p1/4q3 b - - 0 1,0.5
8/8/5K2/7k/8/8/r7/4q1q1 w - - 0 1,0.5
8/8/8/5K1k/8/8/r7/4q1q1 b - - 0 1,0.5
8/4q3/8/5K1k/8/8/r7/6q1 w - - 0 1,0.5
8/4q3/8/7k/5K2/8/r7/6q1 b - - 0 1,0.5
8/4q1q1/8/7k/5K2/8/r7/8 w - - 0 1,0.5
8/4q1q1/8/7k/8/5K2/r7/8 b - - 0 1,0.5
8/4q3/8/7k/3q4/5K2/r7/8 w - - 0 1,0.5
8/4q3/8/7k/3q4/6K1/r7/8 b - - 0 1,0.5
8/4q3/8/7k/r2q4/6K1/8/8 w - - 0 1,0.5
8/4q3/8/7k/r2q4/5K2/8/8 b - - 0 1,0.5
8/4q3/8/7k/r7/5K2/1q6/8 w - - 0 1,0.5
8/4q3/8/7k/r7/6K1/1q6/8 b - - 0 1,0.5
8/8/8/7k/r7/6K1/1q2q3/8 w - - 0 1,0.5
8/8/8/7k/r7/7K/1q2q3/8 b - - 0 1,0.5
8/8/8/7k/r7/7K/4q3/1q6 w - - 0 1,0.5
8/8/8/7k/r7/6K1/4q3/1q6 b - - 0 1,0.5
8/8/7k/8/r7/6K1/4q3/1q6 w - - 0 1,0.5
8/8/7k/8/r7/7K/4q3/1q6 b - - 0 1,0.5
8/8/r6k/8/8/7K/4q3/1q6 w - - 0 1,0.5
8/8/r6k/8/8/6K1/4q3/1q6 b - - 0 1,0.5
8/8/r6k/8/8/6K1/2q1q3/8 w - - 0 1,0.5
8/8/r6k/8/5K2/8/2q1q3/8 b - - 0 1,0.5
8/8/r3q2k/8/5K2/8/2q5/8 w - - 0 1,0.5
8/8/r3q2k/8/8/5K2/2q5/8 b - - 0 1,0.5
8/8/r4q1k/8/8/5K2/2q5/8 w - - 0 1,0.5
8/8/r4q1k/8/6K1/8/2q5/8 b - - 0 1,0.5
8/8/5q1k/8/6K1/8/r1q5/8 w - - 0 1,0.5
8/8/5q1k/8/8/6K1/r1q5/8 b - - 0 1,0.5
8/8/4q2k/8/8/6K1/r1q5/8 w - - 0 1,0.5
8/8/4q2k/8/7K/8/r1q5/8 b - - 0 1,0.5
8/8/4q2k/r7/7K/8/2q5/8 w - - 0 1,0.5
8/8/4q2k/r7/8/6K1/2q5/8 b - - 0 1,0.5
8/7k/4q3/r7/8/6K1/2q5/8 w - - 0 1,0.5
8/7k/4q3/r7/8/5K2/2q5/8 b - - 0 1,0.5
8/7k/4q3/r7/4q3/5K2/8/8 w - - 0 1,0.5
8/7k/4q3/r7/4q3/6K1/8/8 b - - 0 1,0.5
8/7k/4q1q1/r7/8/6K1/8/8 w - - 0 1,0.5
8/7k/4q1q1/r7/8/8/7K/8 b - - 0 1,0.5
8/7k/6q1/r7/8/1q6/7K/8 w - - 0 1,0.5
8/7k/6q1/r7/8/1q6/8/7K b - - 0 1,0.5
8/7k/q7/r7/8/1q6/8/7K w - - 0 1,0.5
8/7k/q7/r7/8/1q6/8/6K1 b - - 0 1,0.5
6k1/8/q7/r7/8/1q6/8/6K1 w - - 0 1,0.5
6k1/8/q7/r7/8/1q6/5K2/8 b - - 0 1,0.5
6k1/8/q7/5r2/8/1q6/5K2/8 w - - 0 1,0.5
6k1/8/q7/5r2/8/1q6/8/6K1 b - - 0 1,0.5
6k1/8/q7/5r2/8/6q1/8/6K1 w - - 0 1,0.5
6k1/8/q7/5r2/8/6q1/8/7K b - - 0 1,0.5
